,vocabulary_id,term,hateful_meaning,nonhateful_meaning,is_unambiguous,is_unambiguous_in,average_offensiveness,language,plural_of,variant_of,transliteration_of,is_about_nationality,is_about_ethnicity,is_about_religion,is_about_gender,is_about_sexual_orientation,is_about_disability,is_about_class,number_of_sightings,number_of_sightings_this_year,number_of_sightings_this_month,created_on,updated_on
134,oVFNgdGCE,dagowop,"Combination of ""Dago"" and ""Wop""",,False,,100.0,eng,,,,True,True,False,False,False,False,False,1,0,0,2019-04-12 15:18:23,2019-10-30 22:43:54
135,kurvPtF7E,chimp-outs,,,False,,,eng,chimp pack,,,False,True,False,False,False,False,False,18,0,0,2019-02-28 19:37:37,2019-10-30 22:43:01
136,pdqCdUuiB,bean bandit,Referring to Hispanic people,,False,,75.0,eng,,,,False,True,False,False,False,False,False,31,5,0,2019-04-11 20:41:41,2019-10-30 22:40:46
137,kpYzwEddG,bean bandits,,,False,,75.0,eng,bean bandit,,,False,True,False,False,False,False,False,7,1,0,2019-04-11 20:42:16,2019-10-30 22:40:39
138,fB3bwakms,lipstick lesbians,,,False,,,eng,lipstick lesbian,,,False,False,False,False,True,False,False,86,17,0,2019-03-17 17:47:43,2019-10-30 22:36:55
139,zPrJTQa6Y,libtard,Contraction of liberal and retard,,False,,45.0,eng,,,,False,False,False,False,False,True,False,714,106,19,2019-05-07 20:05:39,2019-10-30 22:36:51
140,qVTLPxNRc,jihadi-americans,,,False,,,eng,jihadi-american,,,False,True,True,False,False,False,False,0,0,0,2019-04-12 17:09:24,2019-10-30 22:36:47
141,BjWPVTHeu,jihadi-american,"Derogatory play on hyphenated ethnicity, relating to Muslims or Arabs more broadly.",,False,,,eng,,,,False,True,True,False,False,False,False,0,0,0,2019-04-12 17:08:44,2019-10-30 22:36:43
142,FNJHyjEyU,gyppoes,,,False,,,eng,gyppo,gypos,,False,True,False,False,False,False,False,1,0,0,2019-04-08 14:26:23,2019-10-30 22:36:40
143,HBT8LPDiC,gypoes,,,False,,,eng,gypo,gypos,,False,True,False,False,False,False,False,2,0,0,2019-04-08 14:25:36,2019-10-30 22:36:35
144,soUDwjTpk,gooky eyes,,,False,,,eng,,gook eyes,,False,True,False,False,False,False,False,7,1,0,2019-04-08 14:19:16,2019-10-30 22:33:20
145,uDVwuXLbi,gooklets,,,False,,96.0,eng,gooklet,gook,,False,True,False,False,False,False,False,0,0,0,2019-04-08 14:23:51,2019-10-30 22:33:16
146,MHqMsGDUB,gooklet,,,False,,75.0,eng,,gook,,False,True,False,False,False,False,False,0,0,0,2019-04-08 14:23:09,2019-10-30 22:33:12
147,hvHEkesvW,gookettes,,,False,,,eng,gookette,gook,,False,True,False,True,False,False,False,4,0,0,2019-04-08 14:22:02,2019-10-30 22:33:08
148,GTfRPDnWk,gookette,,,False,,100.0,eng,,gook,,False,True,False,False,False,False,False,1,1,1,2019-04-08 14:20:58,2019-10-30 22:33:04
149,cNex4ZaCh,gook eyed,,,False,,,eng,,gook eyes,,False,True,False,False,False,False,False,1,0,0,2019-04-08 14:20:12,2019-10-30 22:32:59
150,NhwQUP9Hg,ghetto monkeys,,,False,,,eng,ghetto monkey,,,False,True,False,False,False,False,False,62,12,1,2019-04-12 17:00:51,2019-10-30 22:32:55
151,riyCcVeuu,ghetto monkey,,,False,,,eng,,porch monkey,,False,True,False,False,False,False,False,80,11,0,2019-04-12 16:59:54,2019-10-30 22:32:50
152,9Tbjnfbjc,filthypinos,,,False,,,eng,filthypino,,,True,False,False,False,False,False,False,4,2,0,2019-04-12 15:30:22,2019-10-30 22:32:45
153,ahoDNdRbm,filthypinoes,,,False,,50.0,eng,,filthypinos,,True,False,False,False,False,False,False,0,0,0,2019-04-12 15:31:09,2019-10-30 22:32:41
154,nJXyLAJPa,filthypino,A portmanteau of the word 'filthy' and 'Filipino',,False,,100.0,eng,,,,True,False,False,False,False,False,False,0,0,0,2019-04-12 15:29:46,2019-10-30 22:32:37
155,xpzmtaysc,deminigger,,,False,,100.0,eng,,seminiggers,,False,True,False,False,False,False,False,0,0,0,2019-04-12 15:22:21,2019-10-30 22:29:32
156,P6zCCm9iW,deminiggers,,,False,,,eng,deminigger,,,False,True,False,False,False,False,False,0,0,0,2019-04-12 15:22:58,2019-10-30 22:29:26
157,mngQLBoHf,seminigger,,,False,,,eng,,sand nigger,,False,True,False,False,False,False,False,0,0,0,2019-04-12 15:20:19,2019-10-30 22:29:21
158,TQzKRXetW,seminiggers,,,False,,,eng,seminigger,,,False,True,False,False,False,False,False,0,0,0,2019-04-12 15:21:17,2019-10-30 22:29:17
159,VZZmYnYuJ,canniglets,,,False,,44.0,eng,canigglet,,,True,True,False,False,False,False,False,0,0,0,2019-04-12 15:13:17,2019-10-30 22:27:27
160,p9fWmsroo,canigglet,,,False,,44.0,eng,,canigger,,True,True,False,False,False,False,False,0,0,0,2019-04-12 15:12:27,2019-10-30 22:27:22
161,nQDqrqYkr,caniggers,,,False,,,eng,canigger,,,True,True,False,False,False,False,False,0,0,0,2019-04-12 15:11:33,2019-10-30 22:27:18
162,BDRxjhmjx,canigger,"Combination of ""Canadian"" and ""Nigger""",,False,,100.0,eng,,,,True,True,False,False,False,False,False,3,0,0,2019-04-12 15:10:48,2019-10-30 22:27:12
163,xoN9ZyHBQ,cairo coons,,,False,,,eng,cairo coon,,,True,True,False,False,False,False,False,0,0,0,2019-04-12 15:09:21,2019-10-30 22:27:08
164,ypirmXBvE,cairo coon,,,False,,,eng,,sand nigger,,True,True,False,False,False,False,False,4,4,0,2019-04-12 15:08:44,2019-10-30 22:27:04
165,kAQVNHGsZ,bushniglets,,,False,,,eng,bushniglet,,,False,True,False,False,False,False,False,0,0,0,2019-04-12 15:06:50,2019-10-30 22:25:54
166,p4WtmrY9q,bushniglet,,,False,,,eng,,bushnigger,,False,True,False,False,False,False,False,0,0,0,2019-04-12 15:06:13,2019-10-30 22:25:48
167,ukssEgvww,bushniggers,,,False,,68.0,eng,bushnigger,,,False,True,False,False,False,False,False,0,0,0,2019-04-12 15:05:20,2019-10-30 22:25:43
168,Pxmt8yfmv,bushnigger,Referring to North American Aboriginals specifically,,False,,84.0,eng,,,,False,True,False,False,False,False,False,0,0,0,2019-04-12 15:04:07,2019-10-30 22:25:35
169,vmudnDokA,bush bandits,,,False,,,eng,bush bandit,,,False,True,False,False,False,False,False,1,0,0,2019-04-11 20:57:23,2019-10-30 22:25:30
170,Ln4hCRsTN,bush bandit,Referring to North American aboriginals,,False,,88.0,eng,,,,False,True,False,False,False,False,False,7,0,0,2019-04-11 20:56:41,2019-10-30 22:25:25
171,ZfqCyhVKw,border bandits,,,False,,,eng,border bandit,,,True,True,False,False,False,False,False,22,0,0,2019-04-11 20:49:58,2019-10-30 22:23:48
172,KyboRTCwd,border banditos,,,False,,,eng,border bandito,,,True,True,False,False,False,False,False,0,0,0,2019-04-11 20:51:45,2019-10-30 22:23:42
173,hTJhDMqdr,border bandit,,,False,,,eng,,border jumpers,,True,True,False,False,False,False,False,7,0,0,2019-04-11 20:49:13,2019-10-30 22:23:36
174,dwDmDCXij,border banditoes,,,False,,,eng,,border banditos,,True,True,False,False,False,False,False,0,0,0,2019-04-11 20:52:37,2019-10-30 22:23:31
175,gT9FTdniK,african't,A lazy or unemployed black person.,,False,,75.0,eng,,,,False,True,False,False,False,False,True,0,0,0,2019-04-11 20:31:46,2019-10-30 22:19:38
176,hVan9PHKD,african'ts,,,False,,75.0,eng,african't,,,False,True,False,False,False,False,True,0,0,0,2019-04-11 20:32:31,2019-10-30 22:19:30
177,fqyEdwXg2,WASPy,"Having the stereotypical characteristics of a white, anglo-saxon protestant",,False,,38.0,eng,,WASP,,False,True,False,False,False,False,False,199,17,2,2018-11-01 20:38:48,2019-10-30 19:26:09
178,T67WEnanA,Uncle Tom,A black person perceived as behaving in a subservient manner to white authority figures.,A person's name,False,,80.0,eng,,,,False,True,False,False,False,False,False,1379,34,2,2013-06-21 23:18:42,2019-10-30 19:25:31
179,AfUHKcKtu,jewtarded,The combination of 'jew' and 'retarded',,True,,98.0,eng,,jewtard,,False,True,True,False,False,True,False,2,0,0,2018-11-01 20:35:44,2019-10-30 19:22:56
180,7e7d4zV6R,jigaboo,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.",,True,,99.0,eng,,,,False,True,False,False,False,False,False,2826,189,14,2013-06-22 00:12:03,2019-10-30 19:22:36
181,m3hnwsCjb,jewtard,The combination of 'jew' and 'retard',,True,,99.0,eng,,,,False,True,True,False,False,True,False,26,2,0,2018-11-01 19:42:18,2019-10-30 18:19:16
182,Dnx4Amkhr,cunt,"[1] Comparing someone (usually Male) to female genitalia. A variant of ""pussy"", but generally regarded as far more offensive. [2] A despicable man (Australian English). Has a wide variety of usages and meaning across the English world. For instance, in Commonwealth Countries such as Britain, Australia or New Zealand it can be, and often is, used to refer positively to someone, while in Canada it is widely seen to be highly offensive.",,False,,90.0,eng,,,,False,False,False,True,False,False,False,2,0,0,2013-04-12 03:41:15,2019-10-24 22:37:42
183,kTfx93ZPU,twat,"An idiot or offensive person, generally male, who is being compared to female genitalia",,False,,41.0,eng,,,,False,False,False,True,False,False,False,0,0,0,2014-06-17 21:32:44,2019-10-24 22:36:53
184,U7LZHsdGq,spicks,"A person of Hispanic descent. First recorded use in 1915. Theories include from 'no spik English' (and spiggoty from the Chicano no speak-o t'e English), but common belief is that it is an abbreviation of 'Hispanic'.",,False,,75.0,eng,spick,,,False,True,False,False,False,False,False,303,18,1,2018-11-01 20:38:33,2019-10-24 20:25:21
185,wWQcHVUcD,mud ducks,White supremacist term for a black person.,,False,,,eng,mud duck,,,False,True,False,False,False,False,False,336,36,5,2018-11-01 20:36:06,2019-10-24 20:22:55
186,kohiUCEH9,mangia cakes,"A derogatory term used by Italians to disdainfully describe those of Anglo-Saxon descent (from Italian, literally 'cake eater'). One suggestion is that this term originated from the perception of Italian immigrants that Canadian bread is sweet as cake in comparison to the rustic bread eaten by Italians.",,False,,,eng,mangia cake,,,False,True,False,False,False,False,False,11,0,0,2018-11-01 20:35:56,2019-10-24 20:22:36
187,Uvp8LRYkF,lawn jockeys,"A black person, from the traditional statue.",A decorative garden statue,False,,,eng,lawn jockey,,,False,True,False,False,False,False,False,0,0,0,2018-11-01 20:35:52,2019-10-24 20:21:05
188,rg2Jxq9YD,limey,A British person. Comes from the historical British naval practice of giving sailors limes to stave off scurvy.,,False,,40.0,eng,,,,True,False,False,False,False,False,False,609,13,1,2013-04-28 03:59:56,2019-10-24 20:20:58
189,KnpraUMwu,limeys,A British person. Comes from the historical British naval practice of giving sailors limes to stave off scurvy.,,False,,,eng,limey,,,True,False,False,False,False,False,False,497,60,8,2018-11-01 20:35:54,2019-10-24 20:20:51
190,QZ679UmzV,honky,"A white person. Derived from an African-American pronunciation of 'hunky', the disparaging term for a Hungarian laborer. The first record of its use as an insulting term for a white person dates from the 1950s.",,False,,57.0,eng,,,,False,True,False,False,False,False,False,44,0,0,2013-06-22 08:44:29,2019-10-24 20:20:17
191,KCqZGT3G7,honkey,"A white person. Derived from an African-American pronunciation of 'hunky', the disparaging term for a Hungarian laborer. The first record of its use as an insulting term for a white person dates from the 1950s.",,False,,50.0,eng,,honky,,False,True,False,False,False,False,False,1462,67,12,2013-06-22 09:15:35,2019-10-24 20:19:30
192,PZTMUJ8RT,hebes,"A Jewish person, derived from the word 'Hebrew'.",A type of shrub,False,,,eng,hebe,,,False,True,True,False,False,False,False,68,0,0,2018-11-01 20:34:28,2019-10-24 20:17:53
193,nzfojxxfi,hillbillies,"A rural person, particularly Americans of Appalachia or Ozark heritage.",,False,,,eng,hillbilly,,,False,False,False,False,False,False,False,558,40,7,2018-11-01 20:34:29,2019-10-24 20:17:28
194,Gj2Tgd8ky,hayseed,A rural person.,,False,,74.0,eng,,,,False,False,False,False,False,False,True,930,48,5,2013-06-20 00:17:21,2019-10-24 20:17:16
195,4l7EuPtJs,half breeds,One who is of mixed race.,,False,,,eng,half breed,,,False,True,False,False,False,False,False,35,0,0,2018-11-01 20:34:27,2019-10-24 20:16:34
196,eTHuefz6U,greaseball,A person of Italian descent. It can also refer to any person of Mediterranean / Southern European descent or Hispanic descent.,,False,,74.0,eng,,,,True,True,False,False,False,False,False,0,0,0,2013-05-10 11:20:42,2019-10-24 20:15:00
197,EGjLcktxh,gypped,"To be cheated or stolen from, derived from 'gypsy'",,False,,50.0,eng,gyp,,,False,True,False,False,False,False,False,392,30,2,2018-11-01 20:34:26,2019-10-24 20:14:54
198,4vMX4H94C,gyp,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",,False,,70.0,eng,,gyppo,,False,True,False,False,False,False,False,11,0,0,2013-05-08 20:56:46,2019-10-24 20:14:41
199,tyCaffrTB,dot heads,"A person of Indian descent, from the caste-mark (dot) on an Indian's forehead.",,False,,84.0,eng,dot head,,,True,True,False,False,False,False,False,26,1,0,2018-11-01 20:34:10,2019-10-24 20:14:03
200,iqohsptWa,whores,A prostitute or promiscuous individual,,False,,,eng,whore,,,False,False,False,True,False,False,False,617,91,11,2018-11-01 20:38:50,2019-10-24 20:10:28
201,Rk8sTdhtR,whore,A prostitute or promiscuous individual,,False,,80.0,eng,,,,False,False,False,True,False,False,False,549,55,6,2018-11-01 19:42:46,2019-10-24 20:10:22
202,ojNnsgrQr,mammy,Derogatory term referring to a stereotypical African-American woman,"Mother, particularly if used by a child",False,,90.0,eng,,,,False,True,False,True,False,False,False,39,0,0,2018-11-01 19:42:20,2019-10-24 20:09:57
203,NLQHVY4Qc,muslamic,Derogatory portmanteau of Muslim and Islamic,,False,,66.0,eng,,,,False,False,True,False,False,False,False,490,62,10,2018-11-01 19:42:23,2019-10-24 20:09:44
204,gfWHTxo4j,gypsy,Derogatory term for the Roma people,,False,,75.0,eng,,,,False,True,False,False,False,False,False,105,7,1,2018-11-01 19:42:15,2019-10-24 20:09:00
205,dJLxoAvjZ,gypsies,Derogatory term for the Roma people,,False,,,eng,gypsy,,,False,True,False,False,False,False,False,184,15,3,2018-11-01 20:34:27,2019-10-24 20:08:53
206,MvADPbJMj,gyps,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",,False,,50.0,eng,gyp,,,False,True,False,False,False,False,False,34,2,0,2018-11-01 20:34:27,2019-10-24 20:08:40
207,MeRR8Jrz4,yokels,A rural person.,,False,,50.0,eng,yokel,,,False,True,False,False,False,False,False,639,45,6,2018-11-01 20:38:55,2019-10-24 20:06:50
208,UH4bwMbby,yokel,A rural person.,,False,,65.0,eng,,,,False,True,False,False,False,False,False,1046,45,2,2013-04-28 14:17:25,2019-10-24 20:06:44
209,A9XaRzmEu,yellow bone,[1] A black female with light skin. [2] A black female of mixed heritage.,,False,,56.0,eng,,,,False,True,False,False,False,False,False,926,134,25,2013-05-04 12:37:24,2019-10-24 20:06:37
210,GJVDK8bQk,red bone,[1] A black female with light skin. [2] A black female of mixed heritage.,,False,,63.0,eng,,yellow bone,,False,True,False,False,False,False,False,542,27,1,2013-05-04 12:46:05,2019-10-24 20:06:19
211,YT36NAWWa,white trash,A Caucasian of low class or limited income.,,False,,50.0,eng,,,,False,True,False,False,False,False,True,662,92,10,2013-04-30 16:43:41,2019-10-24 20:03:47
212,m4mvnT6wz,trailer trash,A Caucasian of low class or limited income.,,False,,87.0,eng,,white trash,,False,True,False,False,False,False,True,3870,110,22,2013-06-22 04:12:06,2019-10-24 20:03:40
213,v2ZHTtF96,trailer park trash,A Caucasian of low class or limited income.,,False,,79.0,eng,,white trash,,False,True,False,False,False,False,True,3583,108,8,2013-05-05 21:47:03,2019-10-24 20:03:27
214,3p8hGyt3A,shyster,"A dishonest person, particularly of Jewish decent.",,False,,84.0,eng,,,,False,True,False,False,False,False,False,17,0,0,2013-07-04 15:18:22,2019-10-24 20:01:05
215,YzueJdihc,shysters,"A dishonest person, particularly of Jewish decent.",,False,,,eng,shyster,,,False,True,False,False,False,False,False,6,0,0,2018-11-01 20:36:50,2019-10-24 20:00:59
216,24VAMkA8v,sheister,"A dishonest person, particularly of Jewish decent.",,False,,89.0,eng,,shyster,,False,True,False,False,False,False,False,5,0,0,2013-07-04 15:18:48,2019-10-24 19:59:58
217,rnmkYvXgc,sheisters,"A dishonest person, particularly of Jewish decent.",,False,,,eng,sheister,,,False,True,False,False,False,False,False,4,0,0,2018-11-01 20:36:48,2019-10-24 19:59:51
218,g6ZVn3rX3,peckerwood,Used by southern African-Americans and upper class whites to denote poor rural whites. It is still used mostly by African-Americans in reference to white people.,,False,,81.0,eng,,,,False,True,False,False,False,False,False,574,78,14,2013-04-18 14:10:44,2019-10-24 19:59:40
219,Zwb4t2Xqv,sheepfucker,"A rural person, particularly of Scottish or Welsh descent, who is alleged to have sex with sheep due to the scarcity of people in the vicinity",,False,,87.0,eng,,,,True,False,False,False,False,False,True,127,13,1,2013-06-15 22:12:12,2019-10-24 19:59:03
220,YAxe6Qmnb,niggah,A black person.,,False,,100.0,eng,,nigger,,False,True,False,False,False,False,False,2012,83,10,2013-05-31 07:47:09,2019-10-24 19:56:36
221,Bg4VZRV2r,nigga,A black person.,,False,,87.0,eng,,nigger,,False,True,False,False,False,False,False,2940,118,15,2013-04-22 13:10:29,2019-10-24 19:56:23
222,xGcfWggJT,niggahs,A black person.,,False,,100.0,eng,niggah,,,False,True,False,False,False,False,False,1194,78,12,2018-11-01 20:36:16,2019-10-24 19:56:17
223,PmKNXxKBQ,niggas,A black person.,,False,,,eng,nigga,,,False,True,False,False,False,False,False,1157,113,23,2018-11-01 20:36:16,2019-10-24 19:56:10
224,xJmcWvobo,newfies,"A person from Newfoundland, often used to denote lack of intelligence.",,False,,50.0,eng,newfie,,,False,False,False,False,False,False,False,114,19,2,2018-11-01 20:36:13,2019-10-24 19:55:01
225,HzqqYjX4H,newfie,"A person from Newfoundland, often used to denote lack of intelligence.",,False,,54.0,eng,,,,False,False,False,False,False,False,False,82,7,2,2013-06-25 02:10:56,2019-10-24 19:54:55
226,azGHaVktZ,hosers,"In Canada, an unsophisticated person, Back when Hockey was played on frozen ponds and lakes the losers of the hockey game would have to hose the lakes to become clean, smooth ice.  Calling someone a “hoser” is really just calling them a loser.  From the practice of stealing gas with a hose and siphon.",,False,,13.0,eng,hoser,,,True,False,False,False,False,False,True,309,50,0,2018-11-01 20:34:32,2019-10-24 19:53:22
227,Rnuwa2HCj,hillbilly,"A rural person, particularly Americans of Appalachia or Ozark heritage.",,False,,72.0,eng,,,,False,False,False,False,False,False,False,1691,59,4,2013-04-25 04:38:38,2019-10-24 19:52:45
228,H3vTZbqkD,eurotrash,A European.,,False,,93.0,eng,,,,False,True,False,False,False,False,False,642,19,0,2013-06-21 12:28:45,2019-10-24 19:51:31
229,n8MFHJNtp,dyke,A lesbian.,,False,,85.0,eng,,,,False,False,False,True,True,False,False,1271,30,2,2013-03-18 04:00:00,2019-10-24 19:50:38
